GO_term	taxon	taxon_id	lineage
GO:1904831	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:2000816	Schizosaccharomyces	4895.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya | Ascomycota | Taphrinomycotina | Schizosaccharomycetes | Schizosaccharomycetales | Schizosaccharomycetaceae | Schizosaccharomyces
GO:0031593	cellular organisms	131567.0	root | cellular organisms
GO:0033388	Unknown		
GO:0140903	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0050727	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:0005852	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008863	root	1.0	root
GO:0034517	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006937	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1990253	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004837	cellular organisms	131567.0	root | cellular organisms
GO:0031990	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0052593	Unknown		
GO:0102838	Unknown		
GO:0140014	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0030692	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0007130	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009654	cellular organisms	131567.0	root | cellular organisms
GO:0102360	Unknown		
GO:0090230	Unknown		
GO:0015398	Unknown		
GO:0003896	Unknown		
GO:0008324	root	1.0	root
GO:0039504	Unknown		3470597
GO:0030570	root	1.0	root
GO:0005078	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008987	cellular organisms	131567.0	root | cellular organisms
GO:0000295	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0098787	Unknown		
GO:0001649	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0018345	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0046208	cellular organisms	131567.0	root | cellular organisms
GO:0090559	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0030093	Viridiplantae	33090.0	root | cellular organisms | Eukaryota | Viridiplantae
GO:0042177	cellular organisms	131567.0	root | cellular organisms
GO:0102799	Unknown		
GO:0005112	root	1.0	root
GO:1902455	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008610	root	1.0	root
GO:0034607	Rhabditida	6236.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Nematoda | Chromadorea | Rhabditida
GO:0097150	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0120029	cellular organisms	131567.0	root | cellular organisms
GO:0031333	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:1990524	Ascomycota	4890.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya | Ascomycota
GO:0031503	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0042255	cellular organisms	131567.0	root | cellular organisms
GO:0090619	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0097510	cellular organisms	131567.0	root | cellular organisms
GO:0071356	cellular organisms	131567.0	root | cellular organisms
GO:0001965	cellular organisms	131567.0	root | cellular organisms
GO:1902661	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006949	Unknown		
GO:0102191	Unknown		
GO:0034244	cellular organisms	131567.0	root | cellular organisms
GO:0051747	cellular organisms	131567.0	root | cellular organisms
GO:0060729	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:1900210	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0046656	root	1.0	root
GO:0006296	Unknown		
GO:0055093	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0060294	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0033365	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0030374	Unknown		
GO:0007220	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0015743	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1901928	Spermatophyta	58024.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta
GO:0015979	root	1.0	root
GO:0033503	cellular organisms	131567.0	root | cellular organisms
GO:0090656	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042102	Deuterostomia	33511.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia
GO:0006805	cellular organisms	131567.0	root | cellular organisms
GO:0048820	Theria	32525.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria
GO:0030540	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0031848	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004564	cellular organisms	131567.0	root | cellular organisms
GO:0006167	cellular organisms	131567.0	root | cellular organisms
GO:0048701	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:0031398	cellular organisms	131567.0	root | cellular organisms
GO:0017183	cellular organisms	131567.0	root | cellular organisms
GO:0080183	root	1.0	root
GO:1990569	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0043457	cellular organisms	131567.0	root | cellular organisms
GO:0015173	cellular organisms	131567.0	root | cellular organisms
GO:0010014	Streptophyta	35493.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta
GO:0004458	cellular organisms	131567.0	root | cellular organisms
GO:0102345	Unknown		
GO:0020002	Unknown		3470597
GO:0043462	Boreoeutheria	1437010.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria
GO:0050901	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:1902035	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0019428	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0051096	Euarchontoglires	314146.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Euarchontoglires
GO:0045721	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004383	cellular organisms	131567.0	root | cellular organisms
GO:0048270	cellular organisms	131567.0	root | cellular organisms
GO:0010215	Streptophyta	35493.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta
GO:0019953	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0019605	cellular organisms	131567.0	root | cellular organisms
GO:0030942	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0044327	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0005655	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0016212	cellular organisms	131567.0	root | cellular organisms
GO:0070273	cellular organisms	131567.0	root | cellular organisms
GO:0120284	cellular organisms	131567.0	root | cellular organisms
GO:0010121	Unknown		
GO:2000469	Unknown		
GO:0010011	cellular organisms	131567.0	root | cellular organisms
GO:1900095	Unknown		
GO:0003941	root	1.0	root
GO:0065002	cellular organisms	131567.0	root | cellular organisms
GO:0010998	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0005245	root	1.0	root
GO:0006226	root	1.0	root
GO:0015506	cellular organisms	131567.0	root | cellular organisms
GO:0008094	root	1.0	root
GO:0006289	root	1.0	root
GO:0001666	cellular organisms	131567.0	root | cellular organisms
GO:0006605	cellular organisms	131567.0	root | cellular organisms
GO:0007113	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0060997	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0005344	cellular organisms	131567.0	root | cellular organisms
GO:0031139	Fungi	4751.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi
GO:0031543	cellular organisms	131567.0	root | cellular organisms
GO:0007349	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0046961	root	1.0	root
GO:0046054	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1905516	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0018364	cellular organisms	131567.0	root | cellular organisms
GO:0032012	cellular organisms	131567.0	root | cellular organisms
GO:1902570	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0034756	cellular organisms	131567.0	root | cellular organisms
GO:0015066	cellular organisms	131567.0	root | cellular organisms
GO:0090266	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:2001236	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0016461	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0031407	Pentapetalae	1437201.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae
GO:0050464	cellular organisms	131567.0	root | cellular organisms
GO:0004170	Unknown		3470597
GO:0006694	root	1.0	root
GO:0008406	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0007296	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0020027	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0043998	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:2000785	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0065003	root	1.0	root
GO:1902247	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0102682	cellular organisms	131567.0	root | cellular organisms
GO:0050708	cellular organisms	131567.0	root | cellular organisms
GO:0032755	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:1990935	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0071467	cellular organisms	131567.0	root | cellular organisms
GO:0009979	Unknown		
GO:0006177	root	1.0	root
GO:0009941	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004853	cellular organisms	131567.0	root | cellular organisms
GO:0022008	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004789	cellular organisms	131567.0	root | cellular organisms
GO:0035243	cellular organisms	131567.0	root | cellular organisms
GO:0002130	cellular organisms	131567.0	root | cellular organisms
GO:0010898	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0046593	cellular organisms	131567.0	root | cellular organisms
GO:1904491	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009259	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010167	cellular organisms	131567.0	root | cellular organisms
GO:0030687	cellular organisms	131567.0	root | cellular organisms
GO:0097257	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0006493	root	1.0	root
GO:1990444	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006783	root	1.0	root
GO:0050790	cellular organisms	131567.0	root | cellular organisms
GO:0016435	cellular organisms	131567.0	root | cellular organisms
GO:0043209	Deuterostomia	33511.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia
GO:0045039	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0090326	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0033180	cellular organisms	131567.0	root | cellular organisms
GO:0033036	Unknown		
GO:0051307	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042814	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0015168	cellular organisms	131567.0	root | cellular organisms
GO:0033137	Boreoeutheria	1437010.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria
GO:0005102	root	1.0	root
GO:0031332	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0045777	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:0006294	cellular organisms	131567.0	root | cellular organisms
GO:0048213	Unknown		
GO:1990116	cellular organisms	131567.0	root | cellular organisms
GO:0003972	root	1.0	root
GO:0004614	cellular organisms	131567.0	root | cellular organisms
GO:0015074	root	1.0	root
GO:0006165	Unknown		
GO:0070158	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0040020	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0030354	Gnathostomata	7776.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata
GO:0106321	cellular organisms	131567.0	root | cellular organisms
GO:0106375	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0071470	cellular organisms	131567.0	root | cellular organisms
GO:0060415	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:1905892	Unknown		
GO:0000711	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0051083	cellular organisms	131567.0	root | cellular organisms
GO:0098656	cellular organisms	131567.0	root | cellular organisms
GO:0036102	Boreoeutheria	1437010.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria
GO:1990498	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0030258	cellular organisms	131567.0	root | cellular organisms
GO:0005875	cellular organisms	131567.0	root | cellular organisms
GO:0055072	Unknown		
GO:0034768	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0047184	cellular organisms	131567.0	root | cellular organisms
GO:0031010	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0060441	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0008957	cellular organisms	131567.0	root | cellular organisms
GO:0071368	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0010213	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0010053	Magnoliopsida	3398.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida
GO:1901959	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0034414	Unknown		
GO:1901703	Viridiplantae	33090.0	root | cellular organisms | Eukaryota | Viridiplantae
GO:0050848	root	1.0	root
GO:0043247	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:2000109	Unknown		
GO:0031118	cellular organisms	131567.0	root | cellular organisms
GO:0008635	Unknown		
GO:0052641	Brassicaceae	3700.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae
GO:0010168	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0009731	Saccharomycetaceae	4893.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya | Ascomycota | saccharomyceta | Saccharomycotina | Saccharomycetes | Saccharomycetales | Saccharomycetaceae
GO:0035616	Unknown		
GO:0007586	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0099173	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0032589	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0033077	Gnathostomata	7776.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata
GO:0003779	root	1.0	root
GO:0006015	cellular organisms	131567.0	root | cellular organisms
GO:0055105	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0140078	root	1.0	root
GO:0039580	Unknown		3470597
GO:0046949	cellular organisms	131567.0	root | cellular organisms
GO:0004635	root	1.0	root
GO:0016114	root	1.0	root
GO:0010510	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0007507	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0009443	cellular organisms	131567.0	root | cellular organisms
GO:0098780	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0051738	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0004113	root	1.0	root
GO:0006883	cellular organisms	131567.0	root | cellular organisms
GO:0031390	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0046537	Unknown		
GO:0009344	cellular organisms	131567.0	root | cellular organisms
GO:0010638	Oryza sativa Japonica Group	39947.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | Liliopsida | Petrosaviidae | commelinids | Poales | Poaceae | BOP clade | Oryzoideae | Oryzeae | Oryzinae | Oryza | Oryza sativa | Oryza sativa Japonica Group
GO:0016817	root	1.0	root
GO:0039563	Unknown		3470597
GO:0043842	cellular organisms	131567.0	root | cellular organisms
GO:0046785	cellular organisms	131567.0	root | cellular organisms
GO:0008270	Unknown		3470597
GO:0102111	Unknown		
GO:0001678	cellular organisms	131567.0	root | cellular organisms
GO:0019265	Unknown		
GO:0046223	cellular organisms	131567.0	root | cellular organisms
GO:0010271	Pentapetalae	1437201.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae
GO:0006091	root	1.0	root
GO:0097327	Euarchontoglires	314146.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Euarchontoglires
GO:0000132	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0016621	Tracheophyta	58023.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta
GO:0051592	cellular organisms	131567.0	root | cellular organisms
GO:0033197	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0015949	cellular organisms	131567.0	root | cellular organisms
GO:0034361	cellular organisms	131567.0	root | cellular organisms
GO:0031538	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0046975	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010363	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0016463	cellular organisms	131567.0	root | cellular organisms
GO:0051684	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0047560	cellular organisms	131567.0	root | cellular organisms
GO:0061003	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0015491	Unknown		
GO:0080097	Pentapetalae	1437201.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae
GO:0019365	cellular organisms	131567.0	root | cellular organisms
GO:0009107	cellular organisms	131567.0	root | cellular organisms
GO:0018024	Unknown		
GO:0071585	cellular organisms	131567.0	root | cellular organisms
GO:0051298	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042651	cellular organisms	131567.0	root | cellular organisms
GO:0007281	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0098797	root	1.0	root
GO:0043541	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006480	cellular organisms	131567.0	root | cellular organisms
GO:0008661	root	1.0	root
GO:0035452	Unknown		
GO:0010764	Gnathostomata	7776.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata
GO:0008559	cellular organisms	131567.0	root | cellular organisms
GO:0043527	cellular organisms	131567.0	root | cellular organisms
GO:0060025	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0009624	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1900027	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0052865	Unknown		
GO:0010375	Brassicaceae	3700.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae
GO:0180032	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0032263	cellular organisms	131567.0	root | cellular organisms
GO:0045337	root	1.0	root
GO:0018216	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009451	root	1.0	root
GO:0071245	cellular organisms	131567.0	root | cellular organisms
GO:0009953	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0110092	Ascomycota	4890.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya | Ascomycota
GO:0102092	Unknown		
GO:0034485	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1990275	cellular organisms	131567.0	root | cellular organisms
GO:0009415	cellular organisms	131567.0	root | cellular organisms
GO:0009626	Magnoliopsida	3398.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida
GO:0006072	root	1.0	root
GO:0004769	root	1.0	root
GO:0052542	Brassicaceae	3700.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae
GO:0039695	root	1.0	root
GO:1903979	Gnathostomata	7776.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata
GO:0008398	root	1.0	root
GO:2000884	Bacteria	2.0	root | cellular organisms | Bacteria
GO:0032934	cellular organisms	131567.0	root | cellular organisms
GO:0009821	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0035102	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0043518	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0019677	cellular organisms	131567.0	root | cellular organisms
GO:0080032	cellular organisms	131567.0	root | cellular organisms
