ProteinID	sim_BP	sim_MF	sim_CC
CSH1-5g23459	5.04241298417946	6.93102291302219	NA
CSH1-7g36269	8.25935692306512	NA	NA
CSH1-6g27730	4.84178899403633	7.56000382253696	9.17579033421678
CSH1-1g01317	8.79073622336874	6.72147193860948	6.01602527464238
CSH1-3g15688	5.54908765047033	7.00262061796558	NA
CSH1-6g29273	0.56811912692321	NA	NA
CSH1-9g41346	NA	3.885505139366	5.37805647519076
CSH1-2g10780	NA	6.39484373279296	3.21221099059833
CSH1-12g56686	5.22665322313084	8.51735231012691	3.21221099059833
CSH1-8g40194	6.93508064494082	10.7852282466509	NA
CSH1-1g01639	NA	NA	7.78949597309689
CSH1-1g00738	NA	7.49647656217854	NA
CSH1-4g20848	NA	NA	3.21221099059833
CSH1-7g36292	NA	7.16409037105787	NA
CSH1-5g25430	10.7852282466509	NA	6.80091231571296
CSH1-11g53443	6.93508064494082	9.68661595798277	3.21221099059833
CSH1-12g57175	6.63719933196779	10.7852282466509	7.4179324166644
CSH1-2g10086	10.7852282466509	4.70988221556219	NA
CSH1-8g41109	7.11130604932141	7.9613866736634	6.27665671981089
CSH1-11g51788	0.681742952307852	1.56930349638079	3.21221099059833
CSH1-11g53874	NA	NA	5.16470846195723
CSH1-11g51484	NA	NA	6.67770432593629
CSH1-4g20753	NA	5.63231205491416	5.37805647519076
CSH1-9g43926	4.63249555194677	7.40098164082656	5.37805647519076
CSH1-12g54164	NA	NA	3.21221099059833
CSH1-2g11996	NA	4.02134333808844	6.36650206014788
CSH1-8g40483	NA	7.16409037105787	NA
CSH1-11g53427	6.93508064494082	9.68661595798277	3.21221099059833
CSH1-8g40952	5.64891072133804	7.65728784258227	7.55348404207899
CSH1-3g14457	7.38403086498872	NA	10.7852282466509
CSH1-12g54677	7.4173998152032	8.22696550696443	7.5489048004427
CSH1-12g54155	9.01912245780153	10.4386546563709	8.93542874924256
CSH1-6g30169	NA	7.16409037105787	NA
CSH1-8g38602	NA	8.15039175073231	NA
CSH1-12g54552	6.26071647955587	7.71325332989418	7.10863244198519
CSH1-5g24570	0	4.65222875139622	NA
CSH1-1g04114	4.73399664872081	NA	6.46021119289973
CSH1-10g48324	NA	NA	3.21221099059833
CSH1-1g07513	5.85296988823203	2.96718474422	NA
CSH1-1g01576	NA	1.56930349638079	NA
CSH1-9g42917	5.34596479839989	NA	6.81493633309876
CSH1-2g11746	1.25772598235256	1.56930349638079	4.31178293107936
CSH1-5g24087	6.08474788085846	NA	NA
CSH1-3g16550	7.4173998152032	NA	NA
CSH1-10g47768	3.3387294944183	3.79208008044983	4.45079011790488
CSH1-1g07466	8.25935692306512	NA	NA
CSH1-9g44623	NA	3.31785717973332	4.65610798032661
CSH1-7g34687	9.17579033421678	9.68661595798277	NA
CSH1-10g45951	NA	NA	4.51171828135379
CSH1-1g04206	NA	4.43252319258729	5.44289399468607
CSH1-9g44124	9.3534256914364	8.61116303457421	7.78949597309689
CSH1-2g09741	6.38926626329765	3.69547131912556	NA
CSH1-1g07713	5.47345187699326	NA	5.37805647519076
CSH1-6g31730	NA	5.09348565905334	NA
CSH1-2g07960	0	4.20215729401547	5.44289399468607
CSH1-11g49898	NA	6.39484373279296	NA
CSH1-11g51366	NA	1.56930349638079	NA
CSH1-2g08729	NA	4.43803561042226	8.06801471613666
CSH1-1g04829	7.4173998152032	NA	NA
CSH1-1g07642	NA	NA	5.37805647519076
CSH1-3g16386	0.681742952307852	4.65634723821521	2.47235685230826
CSH1-12g56070	3.61047480514531	NA	6.15168767097023
CSH1-10g45143	NA	5.50711358742036	NA
CSH1-12g57963	NA	8.91838547992149	5.41047523493841
CSH1-8g40977	10.7852282466509	7.40098164082656	5.37805647519076
CSH1-6g30152	6.48840218431941	8.76611364014713	NA
CSH1-12g54703	NA	8.83931809759556	NA
CSH1-9g44177	7.3048375967309	NA	NA
CSH1-7g35585	0.681742952307852	3.28304176004795	NA
CSH1-4g20334	0.681742952307852	1.56930349638079	NA
CSH1-7g33632	6.08474788085846	8.91838547992149	NA
CSH1-1g04743	0	5.76599372161424	NA
CSH1-10g46912	NA	NA	3.21221099059833
CSH1-7g32841	NA	NA	3.21221099059833
CSH1-8g41025	NA	7.16409037105787	NA
CSH1-12g56582	5.04423494785512	6.74512292705699	8.13758013825168
CSH1-11g51716	NA	7.50991275914935	5.37805647519076
CSH1-1g04071	NA	7.16409037105787	NA
CSH1-6g32164	9.59072193383217	8.48124705908336	8.06801471613666
CSH1-7g33008	NA	4.02134333808844	NA
CSH1-11g52538	4.73399664872081	6.64729673206898	7.78949597309689
CSH1-3g12835	NA	5.83261458510528	NA
CSH1-2g10955	NA	7.16409037105787	NA
CSH1-1g06728	1.32972386110815	7.45744972160237	5.88805057008741
CSH1-1g04887	7.97293944350969	10.7852282466509	NA
CSH1-4g19678	NA	7.16409037105787	NA
CSH1-12g54012	0.681742952307852	3.31785717973332	NA
CSH1-7g35952	1.92701993205018	3.31785717973332	6.23353792924208
CSH1-6g31245	5.6553295317278	6.46774013311457	7.4179324166644
CSH1-1g03467	NA	2.88071875889519	7.78949597309689
CSH1-1g01613	NA	7.16409037105787	NA
CSH1-12g54555	1.42229256236533	2.79532341723462	2.92117625663133
CSH1-6g27635	7.2196361522252	10.7852282466509	NA
CSH1-12g55177	NA	7.97627069658121	NA
CSH1-5g26964	NA	1.30775291365066	NA
CSH1-9g42721	6.28597790590733	7.71130704559591	NA
CSH1-5g24277	NA	7.05157906388576	3.21221099059833
CSH1-4g18460	6.43187536570054	8.48124705908336	9.17579033421678
CSH1-8g39482	NA	3.49542233807798	5.74830511460337
CSH1-3g15590	4.63249555194677	7.31009064237356	5.37805647519076
CSH1-8g37174	1.54571749737491	1.56930349638079	3.02724745602581
CSH1-3g16531	7.64973403072173	7.74260816990569	NA
CSH1-11g51900	NA	5.35045660666163	5.37805647519076
CSH1-12g55383	NA	1.86951029661771	NA
CSH1-2g09416	7.64973403072173	5.81690721797117	9.17579033421678
CSH1-8g40814	7.71439872723335	9.09226427361226	8.70701039806522
CSH1-1g04907	2.87430176782632	8.75753606218642	NA
CSH1-11g53715	7.12166660052123	6.67435438247757	NA
CSH1-3g15193	7.4173998152032	NA	NA
CSH1-4g20797	3.52301370393923	3.76126014595013	5.97575503608032
CSH1-2g08591	NA	1.96332492169174	NA
CSH1-12g55308	NA	9.17579033421678	9.17579033421678
CSH1-8g37915	6.60227467951273	NA	NA
CSH1-1g00927	3.39983247466236	2.88071875889519	NA
CSH1-6g30662	NA	3.31785717973332	NA
CSH1-8g41037	7.77979369547445	10.7852282466509	NA
CSH1-1g00682	NA	5.29573412743342	NA
CSH1-5g21577	0.681742952307852	4.64054862392934	6.0944804246385
CSH1-3g16166	NA	3.31785717973332	NA
CSH1-4g20593	NA	5.26198748752062	NA
CSH1-3g16380	5.37174622178258	10.0920810660909	NA
CSH1-3g12776	6.3444412069138	10.7852282466509	10.7852282466509
CSH1-5g21445	1.25772598235256	2.96814644306281	5.34155256813747
CSH1-4g18328	10.0920810660909	7.50933418416414	NA
CSH1-4g17099	NA	1.17697762228559	NA
CSH1-4g17346	NA	10.2359221023168	NA
CSH1-11g51595	NA	1.56930349638079	NA
CSH1-10g47227	6.91576940307201	10.6697037165576	NA
CSH1-8g39162	7.56807991729857	8.19946814180287	NA
CSH1-1g03755	NA	4.5307867821912	NA
CSH1-12g57559	NA	6.1408373475095	6.8469663130736
CSH1-4g17856	NA	8.91838547992149	NA
CSH1-1g02069	2.83190990009045	3.62827188203524	NA
CSH1-1g07167	7.64973403072173	6.96580504864867	NA
CSH1-1g06971	NA	6.47481307640538	NA
CSH1-2g09119	7.2227851947989	7.0400110770262	NA
CSH1-2g09668	6.63719933196779	10.7852282466509	7.4179324166644
CSH1-1g02243	1.45932004286821	1.56930349638079	NA
CSH1-10g47004	NA	1.56930349638079	NA
CSH1-10g45458	6.59287119243296	7.91026162706748	6.43534612017572
CSH1-10g45932	4.35873978919319	10.7852282466509	7.4179324166644
CSH1-1g01957	6.63243272193615	7.68598888840472	8.53612896736815
CSH1-7g34474	NA	4.34109698995044	NA
CSH1-7g35230	0	NA	2.47235685230826
CSH1-1g00468	NA	9.68661595798277	NA
CSH1-10g48383	NA	4.98535602334323	NA
CSH1-7g35623	9.00507430862689	10.7852282466509	10.2359221023168
CSH1-3g15080	NA	7.16409037105787	NA
CSH1-4g17602	NA	NA	4.83659510404265
CSH1-11g51925	7.88195256799977	6.04644285065053	3.21221099059833
CSH1-3g15036	8.22027888918934	1.56930349638079	NA
CSH1-5g26886	NA	4.02134333808844	NA
CSH1-8g40651	7.64973403072173	6.97805328644059	NA
CSH1-9g44576	0.681742952307852	3.31785717973332	4.65163156947013
CSH1-2g11386	8.25935692306512	8.48124705908336	6.64517472747225
CSH1-1g05827	6.93508064494082	7.40328579236966	NA
CSH1-2g09443	7.54053816543569	10.4386546563709	5.63519118558087
CSH1-4g19325	1.54571749737491	1.56930349638079	2.47235685230826
CSH1-1g04374	1.17185278805395	1.56930349638079	4.24402654556723
CSH1-3g14229	8.25935692306512	NA	7.43957685804807
CSH1-10g48540	NA	7.46627659195518	NA
CSH1-7g36109	NA	8.48124705908336	NA
CSH1-5g26245	NA	3.76251305502587	NA
CSH1-1g04612	0	5.41777914865415	7.88305118156414
CSH1-8g40863	0.681742952307852	NA	NA
CSH1-1g01398	NA	NA	7.17258616229159
CSH1-11g50560	0	5.47223911666353	NA
CSH1-2g10108	6.03110545408331	NA	NA
CSH1-6g32227	7.02402813095731	8.08892118498816	NA
CSH1-5g24640	NA	NA	3.21221099059833
CSH1-1g04044	0.681742952307852	NA	7.78949597309689
CSH1-1g00109	9.11912599156328	10.7852282466509	5.37805647519076
CSH1-6g27641	4.35467118989792	8.48264315365683	NA
CSH1-2g10297	NA	5.29573412743342	NA
CSH1-7g33343	NA	NA	2.47235685230826
CSH1-7g33807	6.76863915943312	NA	10.7852282466509
CSH1-11g53544	3.38663560483411	10.7852282466509	NA
CSH1-6g27737	6.4855652361735	8.02007096660267	7.68489549831216
CSH1-9g43394	NA	4.49194275487021	NA
CSH1-11g52699	9.2174811386863	7.12590017373233	9.17579033421678
CSH1-9g44314	NA	6.99459219536816	NA
CSH1-2g12315	4.66003617417234	4.81914561714358	4.65610798032661
CSH1-5g25231	NA	4.02134333808844	NA
CSH1-2g11014	NA	5.09348565905334	NA
CSH1-5g24554	NA	7.16409037105787	NA
CSH1-6g28848	6.86072275786443	9.17579033421678	NA
CSH1-9g41240	6.12092658117699	8.96476198839004	6.16587863371015
CSH1-2g09130	4.70108927861545	9.39893388553099	NA
CSH1-9g41629	0.545394361846281	4.61854525980656	4.99610404359105
CSH1-7g36108	NA	7.84078926748444	NA
CSH1-7g34505	NA	2.66873543823474	NA
CSH1-1g01549	5.87604863223209	9.41714612122239	5.74612239065342
CSH1-6g29678	NA	2.88071875889519	NA
CSH1-3g15754	7.6513913428308	7.65728784258227	NA
CSH1-1g03193	4.98351555653857	9.33787969790736	7.62125985478628
CSH1-7g35168	NA	3.31785717973332	3.87255007584969
CSH1-10g46774	2.38376139350571	4.24716188585093	7.4179324166644
CSH1-7g36026	NA	4.02134333808844	NA
CSH1-10g45282	NA	10.7852282466509	NA
CSH1-5g21736	NA	4.5307867821912	NA
CSH1-8g40287	NA	NA	3.21221099059833
CSH1-4g19116	1.75658419397322	NA	NA
CSH1-12g56288	0	7.16409037105787	3.21221099059833
CSH1-8g41156	6.93508064494082	7.9613866736634	NA
CSH1-5g25725	NA	3.07387454146182	3.21221099059833
CSH1-4g19869	NA	NA	4.53279895727827
CSH1-3g13637	NA	10.7852282466509	7.4179324166644
CSH1-3g15548	2.70946048972557	2.01961369673616	NA
CSH1-1g05580	NA	7.97627069658121	NA
CSH1-5g25929	6.47113694799053	10.7852282466509	10.7852282466509
CSH1-9g41491	0.681742952307852	NA	NA
CSH1-5g23198	4.73399664872081	4.82484906668249	NA
CSH1-6g30860	9.1149444064637	10.4386546563709	8.70701039806522
CSH1-5g27166	NA	2.88071875889519	NA
CSH1-3g13299	8.70578670497104	8.93612747834752	6.1987065238023
CSH1-12g55561	NA	NA	3.21221099059833
CSH1-1g03096	8.6959386928416	7.49647656217854	NA
CSH1-1g02276	NA	5.7300845498743	NA
CSH1-1g04786	6.08474788085846	8.91838547992149	7.78949597309689
CSH1-1g00950	5.76002275945866	3.885505139366	5.37805647519076
CSH1-1g02801	NA	NA	4.65610798032661
CSH1-1g00632	NA	7.49647656217854	NA
CSH1-1g00248	3.14066850908881	4.62499939170636	NA
CSH1-1g07698	NA	7.16409037105787	NA
CSH1-7g33496	NA	8.36907933558743	NA
CSH1-11g50888	NA	3.21477727277963	3.21221099059833
CSH1-6g30999	NA	7.16409037105787	NA
CSH1-11g50662	2.21024810208673	3.42427919281558	4.32866455156395
CSH1-12g57995	6.96749117616721	8.99346877742282	6.19566687097502
CSH1-11g49383	6.12178915253881	6.23135135505034	NA
CSH1-11g51076	NA	2.01961369673616	4.83659510404265
CSH1-4g21059	NA	3.84547179849966	NA
CSH1-4g20428	NA	6.27291782470853	NA
CSH1-8g41071	6.08474788085846	5.8588663879835	7.78949597309689
CSH1-8g37613	NA	NA	3.21221099059833
CSH1-9g42609	NA	7.45302373647567	8.37211354721778
CSH1-5g27247	4.57561323050899	6.70606497880632	NA
CSH1-6g28919	NA	4.02134333808844	NA
CSH1-12g57290	4.7351597171726	10.0920810660909	8.89197393263774
CSH1-5g27043	NA	NA	5.37805647519076
CSH1-6g28995	NA	2.01961369673616	NA
CSH1-5g27175	NA	3.61680024807982	NA
CSH1-6g30352	4.7982278783707	4.80028809491617	7.49993196373965
CSH1-4g18986	6.91662903792708	3.31785717973332	9.34317244720366
CSH1-11g53575	4.09382242307515	2.73500595194914	NA
CSH1-8g39507	NA	NA	3.21221099059833
CSH1-2g11896	NA	4.02134333808844	NA
CSH1-4g20998	5.85421077939841	NA	NA
CSH1-6g28527	2.06538404091044	2.01961369673616	NA
CSH1-9g41845	NA	6.41578039418386	NA
CSH1-7g34530	NA	5.91003092344973	NA
CSH1-6g30951	NA	7.16409037105787	NA
CSH1-3g13467	4.98351555653857	8.42303808453142	7.62125985478628
CSH1-5g21654	0.681742952307852	1.56930349638079	3.21221099059833
CSH1-9g43051	NA	10.0569869379064	NA
CSH1-3g13332	8.99346877742282	6.11465648136194	NA
CSH1-6g27750	7.97446082010432	7.60012634191308	8.48087442523884
CSH1-1g02562	NA	4.61394405159152	NA
CSH1-2g08372	NA	2.46228132003596	NA
CSH1-8g40994	NA	3.49687262219871	NA
CSH1-11g53395	NA	7.16409037105787	NA
CSH1-10g46919	7.4173998152032	NA	NA
CSH1-8g37368	NA	7.16409037105787	NA
CSH1-1g02059	NA	3.11352978562163	NA
CSH1-9g42598	5.00555897496601	9.85180686328618	5.73564384623797
CSH1-7g33604	NA	NA	5.37805647519076
CSH1-6g30129	NA	7.16409037105787	NA
CSH1-1g04058	3.80189391703848	NA	NA
CSH1-1g01636	7.00793554234195	7.05265320627241	7.78949597309689
CSH1-11g53707	NA	9.17446230594191	NA
CSH1-11g52716	0	5.83261458510528	NA
CSH1-3g16964	NA	3.40833337766153	6.80865239210912
CSH1-5g26115	NA	NA	7.78949597309689
CSH1-1g04988	6.48840218431941	8.76611364014713	NA
CSH1-6g28148	NA	NA	6.64517472747225
CSH1-12g54975	4.06285876796568	9.45940201963611	NA
CSH1-5g24521	NA	5.98209367645195	8.37211354721778
CSH1-6g30422	8.58800366931466	6.61756707174236	NA
CSH1-7g32938	9.93936594411191	6.92166590282348	7.04597215962488
CSH1-8g38549	0.59652508326937	5.55552198156282	7.78949597309689
CSH1-6g30704	6.20026076798031	NA	NA
CSH1-5g21545	6.13154953655753	10.2359221023168	NA
CSH1-6g31406	8.70578670497104	10.7852282466509	7.35885686723386
CSH1-8g38456	6.75922312104779	8.15344347221047	9.43120314609977
CSH1-10g46891	6.25677510908675	7.11996402532271	7.99205241129041
CSH1-6g28020	8.23488005522711	9.39626073954796	7.6679014737724
CSH1-3g13077	NA	4.02134333808844	NA
CSH1-9g41390	4.59141090137169	8.91838547992149	7.2225690776469
CSH1-8g37241	NA	2.47345536921901	NA
CSH1-1g06719	10.0920810660909	NA	7.94534677563117
CSH1-3g13078	6.41435520357001	NA	8.70701039806522
CSH1-6g29053	7.36123121466778	6.55623723950646	5.37805647519076
CSH1-2g11695	10.7852282466509	9.04430190519425	NA
CSH1-11g51429	NA	2.44358033805706	5.37805647519076
CSH1-4g19857	3.24506001939709	5.84104128928784	3.21221099059833
CSH1-8g39637	NA	8.2675938753112	6.46021119289973
CSH1-1g00402	NA	NA	4.83659510404265
CSH1-3g15893	9.39893388553099	7.44980484323482	4.5658644184686
CSH1-12g55107	NA	NA	4.37509658850787
CSH1-1g02481	NA	1.86951029661771	6.01602527464238
CSH1-5g26204	NA	5.91003092344973	NA
CSH1-12g54976	4.06285876796568	8.48124705908336	NA
CSH1-10g45061	NA	3.28304176004795	NA
CSH1-1g06346	4.30517759734337	6.72238102359694	NA
CSH1-3g14194	NA	6.38417279734887	6.01602527464238
CSH1-7g33344	7.34555034442066	8.3476295850503	9.74611932235805
CSH1-1g06288	NA	3.49542233807798	NA
CSH1-9g44302	NA	7.16409037105787	NA
CSH1-3g13952	6.90321433174912	6.32882862414071	NA
CSH1-2g10196	5.96279872418213	7.27482609547018	NA
CSH1-4g17127	7.56689893870912	6.5599361570894	2.47235685230826
CSH1-2g11997	NA	4.02134333808844	NA
CSH1-1g00630	NA	7.97627069658121	NA
CSH1-3g13096	NA	7.16409037105787	NA
CSH1-5g25227	NA	4.02134333808844	NA
CSH1-10g46497	0.681742952307852	2.88071875889519	3.21221099059833
CSH1-12g55449	7.60717441630293	NA	7.76857433005499
CSH1-5g23880	NA	4.64054862392934	NA
CSH1-3g12470	0.681742952307852	6.05664889670218	NA
CSH1-7g34418	NA	NA	3.08890196754999
CSH1-7g36122	NA	7.84078926748444	NA
CSH1-10g45165	10.7852282466509	NA	8.89197393263774
CSH1-3g15653	3.14066850908881	9.23970701997172	NA
CSH1-2g08212	8.11886885001819	9.33690050616431	NA
CSH1-9g42017	NA	4.60728413260028	NA
CSH1-11g53173	4.41098744003455	7.58619549577799	6.01602527464238
CSH1-1g00466	NA	4.63308587578946	NA
CSH1-5g21865	6.06434349521229	7.69539462243174	NA
CSH1-5g24992	6.93508064494082	10.7852282466509	NA
CSH1-9g44966	NA	7.97627069658121	NA
CSH1-4g19879	4.22046686024142	9.33787969790736	6.88641837742162
CSH1-10g45017	6.95658685016178	9.17446230594191	NA
CSH1-9g42120	NA	8.91838547992149	6.10133234474599
CSH1-11g50490	NA	5.26198748752062	NA
CSH1-7g32773	NA	7.16409037105787	NA
CSH1-8g40349	5.89793197334619	NA	6.65256205457757
CSH1-10g46523	NA	7.45302373647567	8.37211354721778
CSH1-1g05427	0	4.20215729401547	4.70025970909161
CSH1-7g34246	0	2.94194908681709	NA
CSH1-2g09220	NA	2.88071875889519	NA
CSH1-3g12761	5.37174622178258	10.7852282466509	9.44964468365967
CSH1-9g42028	NA	9.15617997764014	NA
CSH1-9g41266	NA	10.2359221023168	NA
CSH1-9g42186	NA	3.28304176004795	NA
CSH1-7g34303	6.08474788085846	7.16030865573896	NA
CSH1-8g38029	NA	1.56930349638079	NA
CSH1-6g30672	NA	8.79409995665293	NA
CSH1-7g33802	6.17010772980962	4.89619360579556	NA
CSH1-1g03031	NA	7.16409037105787	NA
CSH1-12g57580	1.54571749737491	1.56930349638079	3.21221099059833
CSH1-6g30657	5.90773626111826	7.5729855701675	5.01708222775869
CSH1-11g50082	NA	7.16409037105787	NA
CSH1-3g14351	NA	1.86951029661771	NA
CSH1-12g54862	NA	4.88379316713266	NA
CSH1-12g54184	NA	7.61065875096098	5.84078688188963
CSH1-8g38594	6.06147738620985	8.15039175073231	NA
CSH1-1g04812	8.25935692306512	NA	5.37805647519076
CSH1-10g48350	4.63780667462883	5.37580630552762	4.83659510404265
CSH1-1g01910	NA	9.39893388553099	6.81356285151061
CSH1-6g30323	NA	3.31785717973332	9.44964468365967
CSH1-1g04619	NA	6.906275142475	6.46021119289973
CSH1-8g38292	8.0991101824505	7.35730247529254	6.36763484728689
CSH1-8g37668	NA	2.60382326408488	NA
CSH1-8g38614	5.82731523342257	6.49023663790171	NA
CSH1-12g54958	NA	4.82484906668249	NA
CSH1-8g37448	5.03673737631652	7.42401653485062	NA
CSH1-11g48948	NA	NA	5.37805647519076
CSH1-12g54103	NA	4.85298305920287	4.14166224230155
CSH1-7g35958	7.74342777886558	NA	7.33510518039386
CSH1-3g15959	NA	7.93333700932278	NA
CSH1-7g34329	NA	5.37088077835723	NA
CSH1-2g11599	NA	NA	5.37805647519076
CSH1-12g54448	3.1995724467071	NA	5.89271625159403
CSH1-11g52509	6.91115681898903	9.54066640216462	9.17080930814871
CSH1-8g40612	7.07165617994657	8.62272655827585	6.63551481294532
CSH1-2g11496	NA	9.17446230594191	NA
CSH1-10g45644	NA	NA	5.37805647519076
CSH1-9g44936	7.64973403072173	7.74260816990569	NA
CSH1-8g40292	NA	10.7852282466509	10.7852282466509
CSH1-9g41631	NA	8.79409995665293	NA
CSH1-8g40654	4.9019058581626	6.20842196522761	NA
CSH1-8g40834	NA	4.02134333808844	NA
CSH1-4g17260	NA	10.0920810660909	NA
CSH1-6g31089	6.91576940307201	8.48124705908336	6.94307382543298
CSH1-4g17440	NA	1.86951029661771	NA
CSH1-3g14746	7.98260718882387	8.07663721118116	9.17080930814871
CSH1-6g31545	NA	NA	10.7852282466509
CSH1-4g20336	6.87445737890784	10.2359221023168	6.8642845183402
CSH1-2g09672	NA	3.31785717973332	NA
CSH1-4g17342	NA	10.2359221023168	NA
CSH1-9g41601	9.17579033421678	10.7852282466509	8.73805596553983
CSH1-12g57234	5.48304918119804	7.97558373217148	NA
CSH1-11g51466	NA	10.7852282466509	10.7852282466509
CSH1-6g28251	7.39179175401378	5.68536181882668	NA
CSH1-2g11099	NA	NA	8.26088916130003
CSH1-6g32414	7.92949994008608	NA	NA
CSH1-5g26260	5.51097732875135	NA	6.61903827601938
CSH1-8g38851	NA	3.28304176004795	NA
CSH1-9g44451	NA	3.31785717973332	NA
CSH1-5g21778	1.45932004286821	1.56930349638079	3.95544061113895
CSH1-12g55390	2.44951725579723	2.73500595194914	NA
CSH1-10g45662	0.681742952307852	NA	NA
CSH1-5g23320	NA	3.31785717973332	NA
CSH1-11g53126	4.35467118989792	3.885505139366	5.37805647519076
CSH1-6g27389	5.91472235194055	9.74550747581096	8.42232379112509
CSH1-5g23960	1.54571749737491	NA	3.18445056067939
CSH1-2g10594	4.04691244362168	4.7545473949855	NA
CSH1-2g09020	NA	1.86951029661771	NA
CSH1-1g06056	5.25273101258329	7.42401653485062	NA
CSH1-11g53078	NA	2.9317958510168	NA
CSH1-1g07073	NA	4.02134333808844	NA
CSH1-5g26063	NA	4.02134333808844	NA
CSH1-5g27312	0.681742952307852	9.24924078827253	NA
CSH1-6g28215	1.54571749737491	1.56930349638079	2.47235685230826
CSH1-9g42168	7.4173998152032	NA	NA
CSH1-8g37483	2.65143019091522	4.43944651432354	5.40896375269323
CSH1-10g47764	NA	7.16409037105787	NA
CSH1-5g25935	5.91304446720128	9.93024512749703	8.70701039806522
CSH1-9g41969	2.82377406356167	3.35277875243523	4.65163156947013
CSH1-3g12528	NA	7.79832344071625	NA
CSH1-1g03152	8.17893737517401	4.98022104120359	7.2587140952136
CSH1-6g31208	NA	7.79832344071625	NA
CSH1-12g55803	7.60717441630293	9.90469429186121	10.7852282466509
CSH1-2g08732	5.49521505300672	6.50223656885804	NA
CSH1-1g03900	NA	4.64242798754294	NA
CSH1-7g34511	8.25935692306512	NA	NA
CSH1-10g47342	8.70578670497104	8.23529503273878	7.35885686723386
CSH1-3g14076	6.20026076798031	NA	NA
CSH1-1g03353	NA	1.56930349638079	NA
CSH1-9g41450	7.69412803292372	10.7852282466509	6.01602527464238
CSH1-1g06112	8.07717804554867	10.7852282466509	NA
CSH1-6g29240	6.03110545408331	NA	NA
CSH1-3g13677	5.49521505300672	7.65728784258227	NA
CSH1-1g07576	NA	NA	3.21221099059833
CSH1-4g21019	NA	NA	3.21221099059833
CSH1-5g25785	6.26412214001084	3.31785717973332	10.7852282466509
CSH1-11g53131	4.35467118989792	3.885505139366	5.37805647519076
CSH1-5g27210	NA	3.56509350641114	NA
CSH1-4g19609	10.7852282466509	8.70578670497104	4.47562085661058
CSH1-12g56549	5.83287032941998	5.8244444338567	3.21221099059833
CSH1-2g11138	0.681742952307852	NA	5.72874965637727
CSH1-1g00521	3.44803420368642	9.23970701997172	NA
CSH1-7g35187	NA	6.2721455545426	7.52848096885462
CSH1-3g12445	NA	4.02134333808844	NA
CSH1-1g00495	8.25935692306512	NA	NA
CSH1-3g14175	8.58800366931466	NA	8.06801471613666
CSH1-7g33561	NA	4.30477371997663	NA
CSH1-9g41476	8.70578670497104	8.48124705908336	6.47533354335999
CSH1-12g57563	NA	7.97627069658121	5.37805647519076
CSH1-10g47500	NA	5.4394508051859	NA
CSH1-7g36050	NA	4.03206316849735	NA
CSH1-12g56165	NA	7.16409037105787	NA
CSH1-12g56519	NA	NA	3.21221099059833
CSH1-5g27002	NA	6.96580504864867	5.37805647519076
CSH1-2g08901	8.67925849049329	4.1558917284099	NA
CSH1-1g00063	2.52950249827502	3.29445484451586	NA
CSH1-12g56560	NA	1.56930349638079	NA
CSH1-8g40636	NA	7.65728784258227	2.47235685230826
CSH1-7g35066	6.17010772980962	8.29610455767836	NA
CSH1-2g10631	NA	3.31785717973332	5.44289399468607
CSH1-8g37985	NA	NA	3.21221099059833
CSH1-6g30907	5.79879678203058	6.13783617705688	8.70701039806522
CSH1-3g14416	2.13359411280536	3.02643156584123	NA
CSH1-8g38747	8.25935692306512	NA	NA
CSH1-2g10823	NA	6.52598898130534	NA
CSH1-5g25368	NA	5.26198748752062	NA
CSH1-6g27717	1.54571749737491	5.88832700636682	3.21221099059833
CSH1-2g10173	0	5.47223911666353	NA
CSH1-4g18896	NA	3.31785717973332	NA
CSH1-11g51423	5.31079960674662	9.05759137961861	10.7852282466509
CSH1-2g09185	NA	NA	3.08890196754999
CSH1-11g49238	8.21023333893574	NA	NA
CSH1-6g28963	3.15819343729046	3.885505139366	4.62834073052415
CSH1-1g04744	2.6374993164084	3.7119479709616	NA
CSH1-1g01950	6.52578221712144	7.71325332989418	4.5658644184686
CSH1-10g47258	NA	6.03767465556724	NA
CSH1-1g07506	2.10413239295966	1.56930349638079	3.21221099059833
CSH1-6g30426	8.48264315365683	10.0362951782624	7.5489048004427
CSH1-5g21826	NA	3.40833337766153	9.17579033421678
CSH1-6g31033	NA	6.99459219536816	NA
CSH1-1g05789	3.94957333969645	4.27750526368311	5.1073257896167
CSH1-2g09897	7.77102325532824	9.0342293112083	8.67846695347599
CSH1-1g05007	6.48840218431941	8.76611364014713	NA
CSH1-5g22496	NA	1.86951029661771	3.21221099059833
CSH1-4g17655	0.681742952307852	NA	2.40915824294875
CSH1-11g50339	NA	NA	3.21221099059833
CSH1-12g57841	NA	NA	3.21221099059833
CSH1-8g37340	1.32972386110815	2.91244751245924	3.21221099059833
CSH1-6g31293	6.26616447198562	NA	7.48966561508337
CSH1-7g33129	NA	10.7852282466509	6.53101435004827
CSH1-11g49380	NA	4.02134333808844	NA
CSH1-3g16437	4.73399664872081	7.31318464253611	NA
CSH1-12g55787	3.9931108399745	2.01961369673616	NA
CSH1-5g22169	NA	6.02412695544018	NA
CSH1-1g02611	NA	5.94398397488072	NA
CSH1-6g29728	7.54011649225852	7.86407419900613	7.78949597309689
CSH1-2g07925	1.43772067924153	1.56930349638079	NA
CSH1-5g26019	0.681742952307852	2.71731435310148	3.21221099059833
