ProteinID	sim_BP	sim_MF	sim_CC
CSH1-8g37965	0	4.58014669564857	5.44289399468607
CSH1-11g53011	NA	7.993413316798	NA
CSH1-3g13451	NA	7.05157906388576	3.02724745602581
CSH1-12g57341	2.52950249827502	4.12599439480474	NA
CSH1-10g47506	NA	8.48124705908336	NA
CSH1-11g48660	NA	1.86951029661771	NA
CSH1-11g52651	NA	9.72587696986823	5.61423097966097
CSH1-2g11910	NA	9.90554247011246	NA
CSH1-5g26065	5.74718805050445	5.54187546357351	7.4179324166644
CSH1-4g19003	NA	7.45802180310143	NA
CSH1-2g07923	NA	NA	8.26088916130003
CSH1-2g09829	NA	10.7852282466509	10.7852282466509
CSH1-4g19580	9.23970701997172	8.08892118498816	NA
CSH1-1g04679	6.79992431127364	8.183126177989	9.68661595798277
CSH1-5g25652	1.32972386110815	2.88071875889519	5.37805647519076
CSH1-4g21004	NA	6.78778313255869	6.48587381376211
CSH1-12g56059	6.4855652361735	8.24414084783786	9.17579033421678
CSH1-2g09088	6.44999839660681	10.7852282466509	7.84016598040822
CSH1-2g12176	NA	7.16409037105787	NA
CSH1-8g40190	6.93508064494082	10.7852282466509	NA
CSH1-5g25212	8.23488005522711	10.4386546563709	9.10158033165764
CSH1-7g33574	0	4.5307867821912	NA
CSH1-5g24740	1.54571749737491	1.56930349638079	3.02724745602581
CSH1-6g28113	4.36075482942282	NA	NA
CSH1-12g56439	0.681742952307852	1.56930349638079	3.21221099059833
CSH1-10g47537	6.79992431127364	7.86546395250481	6.53490218096181
CSH1-7g35652	6.08474788085846	4.7545473949855	NA
CSH1-11g50102	5.37710034251115	7.93892448959831	7.78949597309689
CSH1-2g08437	NA	7.16409037105787	NA
CSH1-10g47941	0.681742952307852	NA	3.21221099059833
CSH1-9g41570	1.54571749737491	1.56930349638079	5.37805647519076
CSH1-12g57978	0	5.47223911666353	NA
CSH1-6g29239	NA	2.01961369673616	NA
CSH1-8g38252	1.54571749737491	3.60724720287337	NA
CSH1-12g55747	NA	3.31785717973332	NA
CSH1-9g42579	NA	6.93102291302219	NA
CSH1-2g12336	NA	3.1453728776563	NA
CSH1-4g19711	NA	4.5307867821912	NA
